Espécie,Extinções Totais,Extinções Secundárias,Grau Entrada,Grau Saída,Grau Total,Betweenness,Closeness,PageRank
Sphaeridia Pumilis,1,0,0,21,21,0.0,0.4787,0.0003
Tectocepheus Velatus Velatus,1,0,0,1,1,0.0,0.3971,0.0003
Trachytes Aegrota,1,0,0,122,122,0.0,0.5454,0.0003
Trichoniscus Pusillus,1,0,0,107,107,0.0,0.5387,0.0003
Trichoribates Novus,1,0,0,3,3,0.0,0.4397,0.0003
Uropoda Cassidea,1,0,0,48,48,0.0,0.5156,0.0003
Willemia Aspinata,1,0,0,11,11,0.0,0.462,0.0003
Lithobius Muticus,1,0,92,28,120,321.21,0.5488,0.0044
Lithobius Mutabilis,1,0,196,48,244,2565.98,0.6202,0.0108
Lithobius Cf. Mutabilis,1,0,193,74,267,3903.91,0.6298,0.0075
Strigamia Acuminata,1,0,214,41,255,3270.94,0.6305,0.0177
Achipteria Nitens,1,0,0,8,8,0.0,0.4438,0.0003
Lithobius Piceus,1,0,116,21,137,228.96,0.5528,0.0093
Lithobius Aulacopus,1,0,89,21,110,134.01,0.5392,0.0054
Aegopinella Nitens,1,0,1,6,7,16.62,0.3904,0.0003
Geostiba Circellaris,1,0,119,96,215,2050.68,0.6137,0.0028
Oxypoda Annularis,1,0,88,71,159,817.25,0.5744,0.0019
Neobisium Carcinoides,1,0,99,85,184,1579.62,0.5911,0.0029
Anthicus Floralis,1,0,27,24,51,18.3,0.5067,0.0006
Diplocephalus Picinus,1,0,110,98,208,1692.06,0.6101,0.0033
Saloca Diceros,1,0,104,83,187,1041.4,0.5957,0.0025
Tapinocyba Pallens,1,0,68,60,128,537.59,0.5551,0.0013
Walckenaeria Dysderoides,1,0,51,33,84,73.24,0.5306,0.0012
Pergamasus Septentrionalis,1,0,27,24,51,19.43,0.5067,0.0006
Euophrys Frontalis,1,0,83,59,142,607.69,0.5652,0.0028
Porrhomma Microphthalmum,1,0,29,20,49,13.93,0.5062,0.0007
Ero Furcata,1,0,29,11,40,94.78,0.4912,0.0026
Athous Haemorrhoidalis,1,0,0,42,42,0.0,0.4876,0.0003
Carabodes Femoralis,1,0,0,10,10,0.0,0.4608,0.0003
Discus Rotundatus,1,0,0,10,10,0.0,0.443,0.0003
Eulohmannia Ribagai,1,0,0,24,24,0.0,0.4822,0.0003
Geholaspis Aeneus,1,0,42,31,73,79.33,0.5106,0.0008
Veigaia Cerva,1,0,108,88,196,1850.55,0.5964,0.002
Veigaia Exigua,1,0,64,59,123,888.86,0.536,0.0012
Lysigamasus Celticus,1,0,25,22,47,11.44,0.4958,0.0005
Lysigamasus Minorleitneriae,1,0,48,55,103,256.05,0.5253,0.0008
Lysigamasus Cf Wasmanni,1,0,18,18,36,3.34,0.4723,0.0004
Zercon Cf Romagniolus,1,0,9,18,27,1.92,0.4661,0.0003
Zercon Cf Triangularis,1,0,13,19,32,2.74,0.4681,0.0004
Fuscozetes Setosus,1,0,0,9,9,0.0,0.4453,0.0003
Hypochthonius Rufulus,1,0,0,9,9,0.0,0.4541,0.0003
Lepidocyrtus Cyaneus,1,0,0,64,64,0.0,0.5072,0.0003
Lepidocyrtus Lanuginosus,1,0,0,80,80,0.0,0.5191,0.0003
Lepidocyrtus Lignorum,1,0,0,50,50,0.0,0.5,0.0003
Micranurida Granulata,1,0,0,37,37,0.0,0.4967,0.0003
Neanura Muscorum,1,0,0,47,47,0.0,0.4967,0.0003
Nesovitrea Hammonis,1,0,3,9,12,197.15,0.4479,0.0005
Oribatula Tibialis,1,0,0,5,5,0.0,0.446,0.0003
Parachipteria Punctata,1,0,0,6,6,0.0,0.443,0.0003
Phthiracarus Anonymus,1,0,0,11,11,0.0,0.4525,0.0003
Quadroppia Hammerae,1,0,0,1,1,0.0,0.3971,0.0003
Quadroppia Quadricarinata,1,0,0,5,5,0.0,0.4368,0.0003
Scheloribates Initialis,1,0,0,7,7,0.0,0.4494,0.0003
Sphaerozetes Piriformes,1,0,0,9,9,0.0,0.4453,0.0003
Tectocepheus Velatus Sarekensis,1,0,0,1,1,0.0,0.3971,0.0003
Tomocerus Flavescens,1,0,0,66,66,0.0,0.5176,0.0003
Tomocerus Minor,1,0,0,22,22,0.0,0.4732,0.0003
Trachytes Pauperior,1,0,0,76,76,0.0,0.5207,0.0003
Acrotona Sylvicola,1,0,56,38,94,184.77,0.5365,0.0013
Macrargus Rufus,1,0,74,50,124,438.36,0.5545,0.0031
Troxochrus Nasutus,1,0,34,21,55,12.14,0.5082,0.0008
Harpactea Lepida Large,1,0,121,59,180,2102.14,0.5744,0.0096
Molops Piceus,1,0,58,3,61,533.87,0.5087,0.0151
Atropacarus Striculus,1,0,0,11,11,0.0,0.4568,0.0003
Carabodes Coriaceus,1,0,0,10,10,0.0,0.4744,0.0003
Carabodes Ornatus,1,0,0,10,10,0.0,0.4744,0.0003
Centromerus Brevivulvatus,1,0,36,38,74,73.66,0.5248,0.0009
Epicrius Canestrinii,1,0,53,49,102,260.7,0.5295,0.001
Lysigamasus Parunciger,1,0,20,19,39,9.82,0.4792,0.0005
Lysigamasus Truncellus,1,0,26,38,64,67.0,0.5053,0.0005
Trichouropoda Cf. Obscura,1,0,19,17,36,5.0,0.4649,0.0005
Dendrodrilus Rubidus,1,0,0,1,1,0.0,0.3374,0.0003
Eupelops Hirtus,1,0,0,6,6,0.0,0.4541,0.0003
Liacarus Xylariae,1,0,0,12,12,0.0,0.4727,0.0003
Mesaphorura Italica,1,0,0,21,21,0.0,0.4661,0.0003
Phthiracarus Clavatus,1,0,0,7,7,0.0,0.4354,0.0003
Quadroppia Monstruosa,1,0,0,1,1,0.0,0.3971,0.0003
Scolopendrella Cf. Subnuda,1,0,0,97,97,0.0,0.5415,0.0003
Sminthurinus Aureus,1,0,0,51,51,0.0,0.4903,0.0003
Trogulus Tricarinatus,1,0,56,19,75,424.54,0.5136,0.0061
Clubiona Comta,1,0,41,27,68,82.6,0.5116,0.0031
Geophilus Studeri,1,0,63,9,72,714.05,0.5116,0.0106
Eurocoelotes Inermis,1,0,57,8,65,77.44,0.5111,0.0086
Berniniella Conjuncta,1,0,0,3,3,0.0,0.4072,0.0003
Centromerus Prudens,1,0,15,15,30,4.24,0.4862,0.0005
Tapinocyba Insecta,1,0,117,99,216,1980.8,0.618,0.0028
Ceratozetes Gracilis,1,0,0,14,14,0.0,0.458,0.0003
Epidamaeus Setiger,1,0,0,2,2,0.0,0.4179,0.0003
Holoparasitus Stramenti,1,0,32,22,54,46.14,0.4981,0.0006
Rhodacarellus Kreuzi,1,0,12,17,29,8.95,0.4677,0.0004
Galumna Lanceata,1,0,0,13,13,0.0,0.4702,0.0003
Leitneria Granulata,1,0,9,36,45,65.83,0.4907,0.0004
Ligidium Hypnorum,1,0,0,20,20,0.0,0.4809,0.0003
Macrocheles Montanus,1,0,0,31,31,0.0,0.4813,0.0003
Pachyseius Humeralis,1,0,0,22,22,0.0,0.4885,0.0003
Pantelozetes Paolii,1,0,0,5,5,0.0,0.4479,0.0003
Phthiracarus Ferrugineus,1,0,0,10,10,0.0,0.4445,0.0003
Phthiracarus Globosus,1,0,0,20,20,0.0,0.4796,0.0003
Protaphorura Fimata,1,0,0,14,14,0.0,0.4047,0.0003
Steganacarus Herculeanus,1,0,0,21,21,0.0,0.4792,0.0003
Tomocerus Baudoti,1,0,0,8,8,0.0,0.4416,0.0003
Uropoda Athiasae,1,0,0,22,22,0.0,0.4831,0.0003
Plectophoreus Fischeri,1,0,92,42,134,1515.83,0.564,0.0029
Geophilus Flavus,1,0,128,29,157,1105.64,0.5658,0.0086
Lithobius Tricuspis,1,0,52,12,64,32.4,0.5096,0.0039
Arion Ater,1,0,0,1,1,0.0,0.2218,0.0003
Limax Cinereoniger,1,0,6,1,7,0.0,0.2849,0.0048
Arion Silvaticus,1,0,0,7,7,0.0,0.3398,0.0003
Othius Subuliformis,1,0,89,39,128,605.41,0.5568,0.0033
Harpactea Lepida Small,1,0,80,57,137,880.62,0.5545,0.0042
Diplostyla Concolor,1,0,60,46,106,367.22,0.5426,0.0018
Pocadicnemis Juncea,1,0,46,29,75,279.31,0.5279,0.0014
Lysigamasus Cf Conus,1,0,60,41,101,325.87,0.5269,0.0012
Lysigamasus Cf Arcuatus,1,0,30,23,53,23.95,0.4976,0.0006
Chamobates Cuspidatus,1,0,0,7,7,0.0,0.4541,0.0003
Macrocheles Dentatus,1,0,0,49,49,0.0,0.5038,0.0003
Monachoides Incarnatus,1,0,0,4,4,0.0,0.3901,0.0003
Rhynchaenus Fagi,1,0,0,35,35,0.0,0.4926,0.0003
Suctobelba Trigona,1,0,0,4,4,0.0,0.4179,0.0003
Trichia Striolata,1,0,0,5,5,0.0,0.3898,0.0003
Uropoda Minima,1,0,0,51,51,0.0,0.5014,0.0003
Lithobius Melanops,1,0,51,11,62,40.93,0.5072,0.0029
Molops Elatus,1,0,39,4,43,40.22,0.4628,0.0157
Lithobius Calcaratus,1,0,54,17,71,174.88,0.5207,0.0025
Aporrectodea Rosea,1,0,0,9,9,0.0,0.3557,0.0003
Tenuiphantes Mengei,1,0,42,30,72,99.63,0.5253,0.0016
Nothrus Palustris,1,0,0,11,11,0.0,0.4457,0.0003
Phthiracarus Italicus,1,0,0,5,5,0.0,0.435,0.0003
Polydesmus Denticulatus,1,0,0,7,7,0.0,0.4394,0.0003
Porcellio Conspersum,1,0,0,36,36,0.0,0.4981,0.0003
Protaphorura Quadriocellata,1,0,0,17,17,0.0,0.406,0.0003
Steganacarus Magnus,1,0,0,26,26,0.0,0.4805,0.0003
Uropoda Cf Splendida,1,0,0,4,4,0.0,0.462,0.0003
Trimium Brevicorne,1,0,68,29,97,519.31,0.5343,0.0018
Lithobius Lapidicola,1,0,64,14,78,37.87,0.5238,0.0029
Lithobius Subtilis,1,0,39,10,49,30.98,0.5,0.0014
Vulgarogamasus Kraepelini,1,0,69,64,133,877.85,0.5557,0.0012
Epicrius Cf. Spinituberculatus,1,0,14,14,28,4.91,0.4736,0.0004
Lysigamasus Digitulus,1,0,16,12,28,4.91,0.4736,0.0004
Athous Vittatus,1,0,0,46,46,0.0,0.4835,0.0003
Damaeus Riparius,1,0,0,27,27,0.0,0.4813,0.0003
Jugatala Angulata,1,0,0,5,5,0.0,0.4188,0.0003
Octolasion Tyrtaeum,1,0,0,3,3,0.0,0.391,0.0003
Ophidiotrichus Tectus,1,0,0,2,2,0.0,0.3977,0.0003
Phthiracarus Crinitus,1,0,0,6,6,0.0,0.4336,0.0003
Phyllobius Pyri,1,0,0,21,21,0.0,0.4766,0.0003
Abax Ovalis,1,0,61,5,66,64.36,0.4889,0.0158
Aegopinella Pura,1,0,3,8,11,194.9,0.4498,0.0004
Othius Punctulatus,1,0,41,11,52,74.71,0.5019,0.0036
Agriotes Aterrimus,1,0,0,51,51,0.0,0.5067,0.0003
Geophilus Electricus,1,0,112,25,137,1074.69,0.5471,0.0119
Pterostichus Longicollis,1,0,24,7,31,10.71,0.4858,0.003
Pardosa Lugubris,1,0,21,9,30,10.67,0.4853,0.0024
Diplocephalus Latifrons,1,0,37,33,70,81.62,0.5248,0.0009
Hahnia Pusilla,1,0,106,75,181,1778.17,0.5839,0.0022
Leptogamasus Suecicus,1,0,41,48,89,440.04,0.5253,0.0008
Veigaia Agilis,1,0,31,22,53,128.03,0.4885,0.0008
Lysigamasus Misellus,1,0,21,15,36,11.25,0.4787,0.0005
Isotoma Cf Viridis,1,0,0,10,10,0.0,0.4464,0.0003
Lumbricus Rubellus,1,0,0,9,9,0.0,0.3951,0.0003
Mesaphorura Sylvatica,1,0,0,44,44,0.0,0.4916,0.0003
Microppia Minus,1,0,0,3,3,0.0,0.4357,0.0003
Phthiracarus Laevigatus,1,0,0,13,13,0.0,0.4702,0.0003
Stenaphorura Denisi,1,0,0,30,30,0.0,0.4835,0.0003
Lithobius Crassipes,1,0,130,44,174,784.14,0.575,0.0061
Lithobius Curtipes,1,0,208,74,282,6740.05,0.6358,0.0086
Xantholinus Tricolor,1,0,29,13,42,224.15,0.4916,0.0036
Armadillidium Opacum,1,0,0,12,12,0.0,0.4686,0.0003
Habrocerus Capillaricornis,1,0,69,62,131,518.14,0.5598,0.0017
Berniniella Bicarinata,1,0,0,2,2,0.0,0.4287,0.0003
Glomeris Conspersa,1,0,0,21,21,0.0,0.4774,0.0003
Lepidocyrtus Curvicolis,1,0,0,33,33,0.0,0.4935,0.0003
Lipothrix Lubbocki,1,0,0,42,42,0.0,0.493,0.0003
Neonaphorura Dubosqi,1,0,0,6,6,0.0,0.46,0.0003
Porcellio Dilatatus,1,0,0,12,12,0.0,0.4686,0.0003
Pseudosinella Alba,1,0,0,26,26,0.0,0.4698,0.0003
Geophilus Insculptus,1,0,130,29,159,781.1,0.5658,0.0087
Cymberemaeus Cymba,1,0,0,5,5,0.0,0.4347,0.0003
Folsomia Ksenemani,1,0,0,11,11,0.0,0.4673,0.0003
Micanurida Forsslundi,1,0,0,9,9,0.0,0.46,0.0003
Oppiella Fallax,1,0,0,1,1,0.0,0.3971,0.0003
Phthiracarus Cf Crenophilus,1,0,0,3,3,0.0,0.4304,0.0003
Abax Parallelepipedus,1,0,62,3,65,58.96,0.4903,0.0298
Philonthus Carbonarius,1,0,34,9,43,111.35,0.4898,0.0044
Aporectodea Longa,1,0,0,1,1,0.0,0.3292,0.0003
Walckenaeria Furcillata,1,0,38,21,59,148.59,0.5136,0.0027
Centromerus Cavernarum,1,0,19,21,40,10.13,0.5005,0.0006
Chordeuma Silvestre,1,0,0,11,11,0.0,0.4715,0.0003
Maro Minutus,1,0,53,57,110,647.24,0.5448,0.0011
Helicodonta Obvoluta,1,0,0,2,2,0.0,0.3873,0.0003
Hungarobelba Pyrenaica,1,0,0,3,3,0.0,0.4304,0.0003
Lumbricus Terrestris,1,0,0,6,6,0.0,0.355,0.0003
Phthiracarus Stramineus,1,0,0,9,9,0.0,0.4442,0.0003
Phyllobius Callacartus,1,0,0,16,16,0.0,0.4347,0.0003
Bathyphantes Gracilis,1,0,15,14,29,3.96,0.4926,0.0008
Tachinus Scapularis,1,0,16,10,26,0.94,0.4898,0.001
Histopona Torpida,1,0,55,17,72,106.69,0.5161,0.0061
Cultroribula Bicultrata,1,0,0,1,1,0.0,0.3971,0.0003
Hypochthonius Luteus,1,0,0,3,3,0.0,0.4182,0.0003
Isotoma Hiemalis,1,0,0,8,8,0.0,0.4596,0.0003
Prozercon Fimbriatus,1,0,28,31,59,258.9,0.4876,0.0007
Sminthurinus Niger,1,0,0,21,21,0.0,0.4736,0.0003
Trogulus Nepaeformis,1,0,25,3,28,141.86,0.4898,0.0044
Amara Aenea,1,0,29,10,39,55.72,0.4916,0.0045
Dinychus Perforatus,1,0,0,46,46,0.0,0.5043,0.0003
Walckenaeria Antica,1,0,22,14,36,11.46,0.5048,0.0008
Eupelops Plicatus,1,0,0,15,15,0.0,0.4749,0.0003
Leptogamasus Cf. Tectegynellus,1,0,35,22,57,108.72,0.5029,0.0007
Lysigamasus Cf Rostriforceps,1,0,21,14,35,4.52,0.4783,0.0005
Veigaia Cf Mollis,1,0,26,12,38,8.05,0.4889,0.0006
Vulgarogamasus Remberti,1,0,23,13,36,5.89,0.4805,0.0005
Lithobius Dentatus,1,0,63,14,77,168.29,0.5191,0.0041
Harpalus Affinis,1,0,15,3,18,1.74,0.4525,0.0017
Lysigamasus Vagabundus,1,0,68,55,123,584.78,0.5398,0.0013
Zerconopsis Remiger,1,0,29,23,52,46.01,0.4935,0.0006
Asca Bicornis,1,0,3,8,11,0.18,0.4202,0.0003
Prozercon Cf Traeghardi,1,0,8,17,25,6.24,0.4694,0.0004
Walckenaeria Nudipalpis,1,0,32,22,54,51.81,0.5181,0.0014
Glomeris Hexasticha,1,0,0,2,2,0.0,0.3878,0.0003
Melogona Cf. Voigti,1,0,0,15,15,0.0,0.4681,0.0003
Oribatella Calcarata,1,0,0,13,13,0.0,0.4677,0.0003
Pilogalumna Tenuiclava,1,0,0,5,5,0.0,0.4368,0.0003
Tachypodoiulus Niger,1,0,0,12,12,0.0,0.4076,0.0003
Lithobius Cf. Dentatus,1,0,62,17,79,109.54,0.5196,0.0023
Walckenaeria Cucullata,1,0,42,30,72,75.78,0.5212,0.0012
Linyphia Hortensis,1,0,31,9,40,36.13,0.4981,0.0016
Lysigamasus Cornutus,1,0,24,19,43,130.46,0.4787,0.0007
Euconulus Fulvus,1,0,0,4,4,0.0,0.4445,0.0003
Haplophthalmus Mengei,1,0,0,14,14,0.0,0.4644,0.0003
Mesaphorura Tenuisensillata,1,0,0,7,7,0.0,0.4383,0.0003
Neotullbergia Ramicuspis,1,0,0,2,2,0.0,0.3422,0.0003
Pachylaelaps Laeuchlii,1,0,0,22,22,0.0,0.4757,0.0003
Porcellio Montanus,1,0,0,4,4,0.0,0.4066,0.0003
Rhagonycha Lignosa,1,0,40,14,54,228.34,0.5067,0.0036
Malthinus Seriepunctatus,1,0,27,21,48,330.35,0.5067,0.0008
Centromerus Serratus,1,0,27,18,45,15.04,0.5062,0.0007
Metellina Segmentata,1,0,51,28,79,102.85,0.5274,0.0024
Berniniella Dungeri,1,0,0,2,2,0.0,0.3977,0.0003
Damaeus Onustus,1,0,0,7,7,0.0,0.4529,0.0003
Hypoaspis Aculeifer,1,0,54,44,98,356.57,0.5196,0.001
Geholaspis Longispinosus,1,0,0,51,51,0.0,0.5171,0.0003
Phthiracarus Lentulus,1,0,0,20,20,0.0,0.4809,0.0003
Pseudosinella Ksenemani,1,0,0,13,13,0.0,0.4616,0.0003
Trichoniscus Pygmaeus,1,0,0,14,14,0.0,0.4649,0.0003
Notiophilus Biguttatus,1,0,53,25,78,347.85,0.5126,0.0046
Microlinyphia Pusilla,1,0,19,8,27,3.44,0.4862,0.0007
Pelecopsis Radicicola,1,0,53,47,100,672.07,0.5317,0.0011
Allosuctobelba Grandis,1,0,0,3,3,0.0,0.4212,0.0003
Belba Corynopus,1,0,0,4,4,0.0,0.429,0.0003
Zercon Cf Gurensis,1,0,65,55,120,1217.75,0.5116,0.0016
Clausilia Bidentata,1,0,0,5,5,0.0,0.3901,0.0003
Aegopinella Nitidula,1,0,4,4,8,41.94,0.3924,0.0005
Cryptopygus Garretti,1,0,0,4,4,0.0,0.4365,0.0003
Deuteraphorura Inermis,1,0,0,29,29,0.0,0.4152,0.0003
Deuterosminthurus Pallipes,1,0,0,10,10,0.0,0.3989,0.0003
Glomeris Connexa,1,0,0,24,24,0.0,0.4835,0.0003
Hermannia Gibba,1,0,0,4,4,0.0,0.429,0.0003
Luperus Luperus,1,0,0,5,5,0.0,0.4038,0.0003
Macrocheles Cf. Dentatus,1,0,0,11,11,0.0,0.4368,0.0003
Pachylaelaps Regularis,1,0,0,20,20,0.0,0.4753,0.0003
Pachylaelaps Tesselatus,1,0,0,12,12,0.0,0.456,0.0003
Scheloribates Laevigatus,1,0,0,6,6,0.0,0.4487,0.0003
Tectocepheus Velatus Alatus,1,0,0,2,2,0.0,0.4023,0.0003
Trachelipus Ratzeburgii,1,0,0,23,23,0.0,0.4475,0.0003
Vitrea Diaphana,1,0,2,12,14,5.83,0.4498,0.0004
Lithobius Cf. Crassipes,1,0,126,46,172,1642.55,0.5574,0.004
Arctoseius Magnanalis,1,0,30,27,57,43.79,0.4787,0.0006
Pergamasus Crassipes,1,0,23,15,38,16.42,0.4849,0.0005
Saaristoa Abnormis,1,0,25,13,38,29.65,0.493,0.0008
Desoria Violacea,1,0,0,26,26,0.0,0.4529,0.0003
Friesea Mirabilis,1,0,0,14,14,0.0,0.4301,0.0003
Lamprohiza Splendidula,1,0,0,57,57,0.0,0.5043,0.0003
Micranurida Pygmaea,1,0,0,40,40,0.0,0.474,0.0003
Orchesella Bifasciata,1,0,0,19,19,0.0,0.4521,0.0003
Notiophilus Rufipes,1,0,33,14,47,15.62,0.4916,0.0011
Walckenaeria Atrotibialis,1,0,27,20,47,25.11,0.5062,0.0014
Dicymbium Brevisetosum,1,0,23,21,44,16.16,0.4796,0.0006
Enoplognatha Ovata,1,0,19,2,21,0.0,0.4468,0.002
Micraphorura Absoloni,1,0,0,25,25,0.0,0.4107,0.0003
Oniscus Asellus,1,0,0,25,25,0.0,0.4545,0.0003
Porcellio Spinicornis,1,0,0,16,16,0.0,0.4438,0.0003
Coelotes Terrestris,1,0,59,22,81,204.71,0.5131,0.0065
Ozyptila Trux,1,0,15,5,20,2.71,0.4379,0.0017
Ceratophysella Armata,1,0,0,14,14,0.0,0.4304,0.0003
Liogluta Longiuscula,1,0,37,24,61,62.53,0.5126,0.001
Stenus Fuscicornis,1,0,22,10,32,13.74,0.4698,0.0005
Gisianus Flammeolus,1,0,0,6,6,0.0,0.4076,0.0003
Oncopodura Crassicornis,1,0,0,14,14,0.0,0.4514,0.0003
Pachylaelaps Fuscinuliger,1,0,0,27,27,0.0,0.4787,0.0003
Phyllobius Oblongus,1,0,0,5,5,0.0,0.3936,0.0003
Supraphorura Furcifera,1,0,0,11,11,0.0,0.3954,0.0003
Lithobius Cf. Aulacopus,1,0,42,12,54,11.07,0.5082,0.0019
Cychrus Attenuatus,1,0,36,2,38,55.48,0.4357,0.0353
Amerus Polonicus,1,0,0,10,10,0.0,0.4525,0.0003
Arion Intermedicus,1,0,0,2,2,0.0,0.3045,0.0003
Lehmannia Marginata,1,0,7,2,9,4.03,0.3222,0.0011
Arrhopalites Pygmaeus,1,0,0,14,14,0.0,0.4311,0.0003
Donacochara Speciosa,1,0,23,14,37,7.14,0.5005,0.0013
Gonatium Rubens,1,0,21,15,36,1.67,0.5014,0.0009
Dendrobaena Octaedra,1,0,0,6,6,0.0,0.3919,0.0003
Dendrobaena Pygmaea,1,0,0,2,2,0.0,0.3898,0.0003
Eniochthonius Minutissimus,1,0,0,2,2,0.0,0.4041,0.0003
Hypogastrura Purpurescens,1,0,0,13,13,0.0,0.4308,0.0003
Metaphorura Affinis,1,0,0,9,9,0.0,0.4325,0.0003
Paratullbergia Callipygos,1,0,0,38,38,0.0,0.4686,0.0003
Philoscia Muscorum,1,0,0,23,23,0.0,0.4653,0.0003
Pseudosinella Immaculata,1,0,0,8,8,0.0,0.4297,0.0003
Willemia Anophthalma,1,0,0,9,9,0.0,0.4325,0.0003
Bythinus Acutangulus,1,0,31,19,50,171.48,0.5009,0.001
Aporrectodea Caliginosa,1,0,0,6,6,0.0,0.3382,0.0003
Araniella Cucurbitina,1,0,8,3,11,1.6,0.4252,0.0018
Xantholinus Laevigatus,1,0,28,15,43,65.23,0.4871,0.0026
Tenuiphantes Tenebricola,1,0,30,33,63,51.34,0.5171,0.0008
Walckenaeria Cuspidata,1,0,29,21,50,17.44,0.5101,0.0011
Callobius Claustrarius,1,0,22,5,27,4.4,0.4636,0.0035
Nargus Wilkini,1,0,0,16,16,0.0,0.443,0.0003
Oppiella Obsoleta,1,0,0,3,3,0.0,0.3814,0.0003
Tectocepheus Minor,1,0,0,3,3,0.0,0.3814,0.0003
Agriotes Acuminatus,1,0,0,19,19,0.0,0.4506,0.0003
Calathus Melanocephalus,1,0,19,7,26,15.46,0.4719,0.0021
Macrogastra Ventricosa,1,0,0,2,2,0.0,0.3114,0.0003
