Espécie,Extinções Totais,Extinções Secundárias,Grau Entrada,Grau Saída,Grau Total,Betweenness,Closeness,PageRank
Pirata Tenuitarsis,1,0,8,8,16,9.98,0.4714,0.0024
Tetanocera Ferruginea,1,0,0,8,8,0.0,0.428,0.0015
Cicadella Viridis,1,0,0,17,17,0.0,0.4842,0.0015
Limnobaris Dolorosa,1,0,0,22,22,0.0,0.4582,0.0015
Ilione Albiseta,1,0,0,19,19,0.0,0.4421,0.0015
Pardosa Prativaga,1,0,14,10,24,112.12,0.4908,0.0067
Tibellus Maritimus,1,0,27,5,32,24.19,0.4735,0.0106
Coenagrion Pulchellum,1,0,27,5,32,15.41,0.4756,0.0044
Somatochlora Flavomaculata,1,0,38,4,42,28.02,0.4875,0.0068
Teuchophorus Calcaratus,1,0,1,9,10,0.0,0.3748,0.0015
Pherbina Coryleti,1,0,0,14,14,0.0,0.4332,0.0015
Cantharis Fulvicollis,1,0,0,8,8,0.0,0.4204,0.0015
Neoscona Adianta,1,0,33,2,35,8.06,0.4563,0.0049
Armadillidium Vulgare,1,0,0,13,13,0.0,0.4662,0.0015
Oedemera Nobilis,1,0,0,10,10,0.0,0.4421,0.0015
Tetragnatha Extensa,1,0,19,3,22,22.9,0.4602,0.0035
Agonum Viduum,1,0,9,10,19,101.94,0.4703,0.0029
Euconulus Alderi,1,0,0,12,12,0.0,0.4703,0.0015
Haemopis Sanguisuga,1,0,0,1,1,0.0,0.246,0.0015
Natrix Natrix,1,0,7,0,7,0.0,0.3257,0.0265
Apis Mellifera L.,1,0,0,5,5,0.0,0.418,0.0015
Argyra Vestita,1,0,2,8,10,0.0,0.3748,0.0017
Pirata Piscatorius,1,0,8,1,9,0.5,0.4147,0.0063
Trachelipus Rathkei,1,0,0,10,10,0.0,0.4505,0.0015
Muscidae Copro,1,0,0,31,31,0.0,0.3978,0.0015
Muscidae Flor,1,0,0,31,31,0.0,0.3978,0.0015
Larinioides Cornutus,1,0,34,2,36,23.32,0.4703,0.0098
Herina Parva,1,0,0,31,31,0.0,0.3963,0.0015
Herina Frondescentiae,1,0,0,18,18,0.0,0.3849,0.0015
Hercostomus Assimilis,1,0,7,10,17,7.71,0.3835,0.0021
Acari Pred,1,0,1,7,8,0.0,0.369,0.0016
Dolichopus Nubilius,1,0,9,17,26,60.11,0.3912,0.0024
Oxyloma Elegans,1,0,0,21,21,0.0,0.4853,0.0015
Trichia Sericea,1,0,0,15,15,0.0,0.4622,0.0015
Succinea Putris,1,0,0,15,15,0.0,0.4582,0.0015
Erichsonius Cinerascens,1,0,0,5,5,0.0,0.369,0.0015
Lathrobium Fovalum,1,0,29,4,33,42.99,0.4421,0.0076
Gnathonarium Dentatum,1,0,7,9,16,25.72,0.4115,0.0033
Bathyphantes Gracilis,1,0,5,8,13,10.78,0.3898,0.0021
Antistea Elegans,1,0,14,15,29,273.1,0.4204,0.0057
Lepthyphantes Tenuis,1,0,2,6,8,1.01,0.3978,0.0016
Gongylidiellum Murcidum,1,0,3,12,15,16.64,0.3728,0.0019
Walckenaeria Nudipalpis,1,0,2,7,9,1.26,0.4038,0.0016
Microtus Agrestis,1,0,0,2,2,0.0,0.2465,0.0015
Silometopus Elegans,1,0,0,2,2,0.0,0.3526,0.0015
Hebrus Pusillus,1,0,0,21,21,0.0,0.4421,0.0015
Vertigo Pygmaea,1,0,0,7,7,0.0,0.3627,0.0015
Vertigo Moulinsiana,1,0,0,10,10,0.0,0.3741,0.0015
Vertigo Antivertigo,1,0,0,14,14,0.0,0.3849,0.0015
Mangora Acalypha,1,0,4,1,5,1.89,0.4107,0.0021
Hypocyphtus Discoideus,1,0,8,3,11,55.09,0.4477,0.0037
Hemistenus Flavipes,1,0,25,5,30,141.76,0.4988,0.0101
Myrmarachne Formicaria,1,0,0,1,1,0.0,0.3884,0.0015
Robertus Insignis,1,0,33,7,40,896.9,0.5059,0.018
Rana Temporaria Temporaria,1,0,9,1,10,20.46,0.4038,0.006
Pirata Piraticus,1,0,21,6,27,201.32,0.4965,0.0066
Psacadina Zernyi,1,0,0,13,13,0.0,0.4358,0.0015
Demetrias Imperialis,1,0,5,3,8,12.93,0.4358,0.0022
Chrysops Relictus,1,0,1,14,15,30.0,0.4421,0.0027
Sympetrum Vulgatum,1,0,38,6,44,57.62,0.4954,0.0069
Sympetrum Sanguineum,1,0,33,6,39,52.07,0.4809,0.0063
Lithobius Piceus,1,0,3,2,5,0.0,0.4221,0.0051
Pherbellia Schoenherri,1,0,0,4,4,0.0,0.3429,0.0015
Sympetrum Striolatum,1,0,20,6,26,23.84,0.4662,0.0044
Campsicnemus Scambus,1,0,0,6,6,0.0,0.3561,0.0015
Trigonometopus Frontalis,1,0,1,7,8,9.4,0.3627,0.0017
Dolichopus Nitidus,1,0,5,8,13,23.13,0.3801,0.0022
Araneus Diadematus,1,0,17,1,18,1.59,0.4306,0.0034
Hyla Arborea Arborea,1,0,10,1,11,21.46,0.4068,0.0079
Stethophyma Grossum,1,0,0,2,2,0.0,0.3927,0.0015
Cochlicopa Nitens,1,0,0,7,7,0.0,0.4263,0.0015
Zonitoides Nitidus,1,0,0,5,5,0.0,0.4213,0.0015
Erigone Atra,1,0,1,2,3,0.0,0.3359,0.0016
Chaetarthria Seminulum,1,0,0,12,12,0.0,0.3774,0.0015
Microlinyphia Impigra,1,0,2,2,4,32.84,0.3842,0.0018
Hahnia Pusilla,1,0,1,2,3,0.0,0.3359,0.0016
Hebrus Ruficeps,1,0,0,11,11,0.0,0.3941,0.0015
Vallonia Costata,1,0,0,2,2,0.0,0.3497,0.0015
Callitula Ferrierei,1,0,0,6,6,0.0,0.4107,0.0015
Nestus Carbonarius,1,0,35,4,39,78.44,0.5083,0.014
Nemotelus Pantherinus,1,0,0,7,7,0.0,0.4147,0.0015
Theridion Pictum,1,0,17,1,18,0.39,0.435,0.0037
Tetragnatha Pinicola,1,0,10,1,11,0.31,0.4188,0.0022
Theridion Impressum,1,0,17,1,18,0.39,0.435,0.0037
Libellula Depressa,1,0,14,2,16,2.57,0.4204,0.0028
Mythimna Straminea,1,0,0,7,7,0.0,0.4163,0.0015
Enochrus Testaceus,1,0,0,1,1,0.0,0.3884,0.0015
Lema Melanopus,1,0,0,10,10,0.0,0.4204,0.0015
Agonum Thoreyi,1,0,6,1,7,0.0,0.403,0.0023
Sepedon Spinipes,1,0,0,20,20,0.0,0.4421,0.0015
Clubiona Stagnatilis,1,0,12,6,18,332.58,0.4524,0.004
Swammerdamella Brevicornis,1,0,0,10,10,0.0,0.3627,0.0015
Oxychilus Cellarius,1,0,0,5,5,0.0,0.4084,0.0015
Stagnicola Corvus,1,0,0,7,7,0.0,0.4458,0.0015
Dolomedes Fimbriatus,1,0,30,4,34,269.2,0.4787,0.0317
Planorbis Planorbis,1,0,0,7,7,0.0,0.4458,0.0015
Episyrphus Balteatus,1,0,0,14,14,0.0,0.3768,0.0015
Trichopterna Thorelli,1,0,6,5,11,10.43,0.3898,0.0041
Satilatlas Britteni,1,0,1,3,4,0.0,0.3561,0.0016
Bathyphantes Setiger,1,0,4,5,9,0.82,0.3801,0.0019
Araeoncus Humilis,1,0,1,7,8,1.02,0.3639,0.0016
Meioneta Rurestris,1,0,1,3,4,0.0,0.3561,0.0016
Hypostenus Latifrons,1,0,23,7,30,224.51,0.4076,0.0088
Bidessus Unistriatus,1,0,1,12,13,6.83,0.4756,0.0016
Polyhydrus Lineatus,1,0,1,5,6,0.33,0.4412,0.0016
Clubiona Juvenis,1,0,2,2,4,0.0,0.4147,0.0022
Sitticus Caricis,1,0,5,7,12,435.83,0.4468,0.0056
Anthocomus Coccineus,1,0,0,10,10,0.0,0.4458,0.0015
Odacantha Melanura,1,0,3,2,5,0.0,0.4221,0.0017
Sepedon Sphegea,1,0,0,6,6,0.0,0.4147,0.0015
Paravespula Vulgaris,1,0,6,5,11,0.93,0.4254,0.0021
Pteromicra Leucopeza,1,0,0,5,5,0.0,0.3543,0.0015
Glossiphonia Heteroclita,1,0,3,1,4,2.33,0.3349,0.0017
Anisus Leucostoma,1,0,0,10,10,0.0,0.4714,0.0015
Colymbetes Fusca,1,0,1,1,2,0.33,0.3905,0.0016
Cercyon Sternalis,1,0,0,4,4,0.0,0.3585,0.0015
Locustella Naevia,1,0,85,0,85,0.0,0.5978,0.0629
Agraecina Striata,1,0,2,10,12,95.97,0.4403,0.0019
Nestus Ruralis,1,0,13,6,19,16.63,0.4515,0.0057
Anguis Fragilis,1,0,18,2,20,91.73,0.4084,0.0109
Chilocorus Bipustulatus,1,0,2,16,18,43.49,0.4886,0.0018
Lacerta Agilis,1,0,23,2,25,151.02,0.4431,0.0124
Cytilus Sericeus,1,0,0,9,9,0.0,0.4515,0.0015
Libellula Quadrimaculata,1,0,20,2,22,6.22,0.4263,0.0035
Agriotes Lineatus,1,0,0,11,11,0.0,0.4612,0.0015
Arctosa Leopardus,1,0,10,10,20,390.0,0.4534,0.0103
Ischnura Elegans,1,0,19,3,22,11.18,0.4341,0.0033
Evarcha Arcuata,1,0,11,7,18,845.56,0.435,0.0092
Herina Germinationis,1,0,0,7,7,0.0,0.3621,0.0015
Cryptobium Fracticorne,1,0,14,4,18,15.57,0.4188,0.0066
Lymnaea Stagnalis,1,0,0,3,3,0.0,0.3963,0.0015
Myllaena Dubia,1,0,12,10,22,260.02,0.4045,0.0044
Coronella Austriaca,1,0,3,0,3,0.0,0.3092,0.012
Erigone Dentipalpis,1,0,2,7,9,2.77,0.3646,0.0017
Nestus Mendicus,1,0,16,2,18,5.11,0.4271,0.0082
Trypoxylon Clavicerum,1,0,0,8,8,0.0,0.4188,0.0015
Conocephalus Discolor,1,0,8,4,12,12.34,0.4204,0.0019
Sciocoris Cursitans,1,0,0,7,7,0.0,0.4213,0.0015
Procloeon Bifidum,1,0,0,7,7,0.0,0.4163,0.0015
Chorthippus Montanus,1,0,0,5,5,0.0,0.4092,0.0015
Micrommata Virescens,1,0,5,4,9,0.82,0.4213,0.0041
Philaenus Spumarius,1,0,0,14,14,0.0,0.4642,0.0015
Pterostichus Strenuus,1,0,3,8,11,69.57,0.428,0.0017
Pterostichus Minor,1,0,2,5,7,2.78,0.4068,0.0016
Porcellium Conspersum,1,0,0,7,7,0.0,0.4196,0.0015
Trochosa Spinipalpis,1,0,8,5,13,233.04,0.4155,0.0026
Clubiona Phragmitis,1,0,13,1,14,0.23,0.4238,0.0068
Sympecma Fusca,1,0,10,6,16,1.26,0.4323,0.0025
Staphylinus Erythropterus,1,0,13,3,16,32.19,0.4421,0.0037
Myllaena Minuta,1,0,4,6,10,2.93,0.3664,0.0019
Spanioconnus Wetterhali,1,0,2,5,7,5.17,0.3615,0.0018
Limothrips Denticornis,1,0,0,4,4,0.0,0.3709,0.0015
Vallonia Pulchella,1,0,0,5,5,0.0,0.3627,0.0015
Anotylus Intricatus,1,0,0,5,5,0.0,0.4297,0.0015
Graptodytes Granularis,1,0,0,6,6,0.0,0.4306,0.0015
Neon Valentulus,1,0,3,6,9,71.77,0.4204,0.0018
Acupalpus Flavicollis,1,0,9,6,15,59.88,0.4421,0.0025
Thanatus Striatus,1,0,6,3,9,0.15,0.3985,0.0047
Armadillidium Pictum,1,0,0,7,7,0.0,0.4221,0.0015
Stenodema Calcaratum,1,0,0,10,10,0.0,0.4534,0.0015
Agrotis Exclamationis,1,0,0,7,7,0.0,0.4213,0.0015
Thripomorpha Paludicola,1,0,0,7,7,0.0,0.3435,0.0015
Armadillidium Opacum,1,0,0,4,4,0.0,0.3963,0.0015
Cantharis Rufa,1,0,0,8,8,0.0,0.4123,0.0015
Carabus Granulatus,1,0,1,3,4,0.75,0.3898,0.0016
Araneus Sturmi,1,0,6,0,6,0.0,0.3223,0.0019
Bryaxis Bulbifer,1,0,2,9,11,9.49,0.3627,0.0018
Porrhomma Microphthalmum,1,0,2,2,4,0.0,0.3573,0.0017
Anelosimus Vittatus,1,0,14,2,16,1170.39,0.4271,0.0085
Euaesthetus Ruficapillus,1,0,19,7,26,369.3,0.4076,0.0081
Porrhomma Oblitum,1,0,0,2,2,0.0,0.3502,0.0015
Clubiona Subtilis,1,0,2,2,4,9.53,0.3941,0.0016
Stalia Boops,1,0,10,6,16,110.27,0.4632,0.003
Orthetrum Cancellatum,1,0,9,3,12,3.36,0.4172,0.0023
Tetrix Subulata,1,0,0,5,5,0.0,0.4131,0.0015
Dolichovespula Sylvestris,1,0,6,7,13,1.26,0.4271,0.0019
Acanthinula Aculeata,1,0,0,2,2,0.0,0.2976,0.0015
